구분,상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,납입원금_24년4분기,적립금_24년4분기,수익률_24년4분기,적립률_24년4분기,공시이율_24년4분기,납입원금_24년,적립금_24년,수익률_24년,적립률_24년,공시이율_24년,장기수익율_3년,장기수익율_5년,장기수익율_7년,장기수익율_10년,장기수수료율_3년,장기수수료율_5년,장기수수료율_7년,장기수수료율_10년
연금저축손해보험,연금저축 LIG연금보험(L8.04),KB손해보험,금리연동형,2008-04-01,중단,불가능,15486,18915,3.21,0,0,15486,18915,3.21,0,0,2.93,2.56,2.41,2.17,0.15,0.16,0.21,0.38
연금저축손해보험,(유)파워업연금보험,KB손해보험,금리연동형,2009-10-01,중단,불가능,16078,18828,2.98,0,0,16078,18828,2.98,0,0,2.62,2.34,2.14,1.86,0.21,0.22,0.46,0.81
연금저축손해보험,연금저축손해보험 평생행복보험(1004),흥국화재해상보험,금리연동형,2010-04-01,중단,불가능,15917,18800,3.35,0,0,15917,18800,3.35,0,0,2.82,2.45,2.21,1.89,0.14,0.33,0.56,0.89
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 마이뷰티플라이프Ⅱ(1304.2)(1307.3)(1401.4),삼성화재해상보험,금리연동형,2013-04-01,중단,불가능,16615,18659,2.82,0,0,16615,18659,2.82,0,0,2.54,2.08,1.86,1.44,0.37,0.45,0.56,0.93
연금저축손해보험,연금저축   뉴 - 미래골드,KB손해보험,금리연동형,2003-01-02,중단,불가능,13987,18579,2.22,0,0,13987,18579,2.22,0,0,2.19,2.11,2.14,2.24,0.14,0.14,0.14,0.16
연금저축손해보험,연금저축손해보험 스마트연금보험1904,DB손해보험,금리연동형,2019-04-01,중단,불가능,18464,18227,0.73,0,0,18464,18227,0.73,0,0,0.29,-0.83,0,0,1.27,2.28,0,0
연금저축손해보험,노후생활지킴이보험,메리츠화재해상보험,금리연동형,2001-01-29,중단,불가능,10918,17935,5.57,0,0,10918,17935,5.57,0,0,5.57,5.54,5.47,5.37,0.59,0.59,0.59,0.58
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 직장인단체(2104.13),삼성화재해상보험,금리연동형,2021-04-01,중단,불가능,18087,17803,0.3,0,0,18087,17803,0.3,0,0,-1.34,0,0,0,2.7,0,0,0
연금저축손해보험,연금저축손해보험무배당삼성화재연금보험아름다운생활(1611.3),삼성화재해상보험,금리연동형,2016-11-01,중단,불가능,17137,17678,1.76,0,0,17137,17678,1.76,0,0,1.44,1.01,0.54,0,0.74,0.97,1.49,0
연금저축손해보험,연금저축손해보험 노후생활지킴이보험1604,메리츠화재해상보험,금리연동형,2016-04-01,중단,불가능,16739,17639,2.41,0,0,16739,17639,2.41,0,0,2.29,1.78,1.11,0,1.05,1.39,2,0
연금저축손해보험,연금저축손해보험 노후보장설계보험Ⅳ,삼성화재해상보험,금리연동형,2003-01-01,중단,불가능,11806,17623,2.58,0,0,11806,17623,2.58,0,0,2.51,2.44,2.44,2.56,0.19,0.18,0.18,0.21
연금저축손해보험,연금저축손해보험 프로미라이프 연금보험1404,DB손해보험,금리연동형,2014-04-01,중단,불가능,15588,17523,2.88,0,0,15588,17523,2.88,0,0,2.56,2.12,1.9,1.24,0.52,0.58,0.75,1.51
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 마이뷰티플라이프(1010.1),삼성화재해상보험,금리연동형,2010-10-04,중단,불가능,14392,17500,2.93,0,0,14392,17500,2.93,0,0,2.66,2.35,2.21,2.04,0.21,0.28,0.4,0.58
연금저축손해보험,연금저축손해보험 프로미라이프 연금보험0904,DB손해보험,금리연동형,2009-04-01,중단,불가능,12033,17447,3.91,0,0,12033,17447,3.91,0,0,3.66,3.41,3.14,2.86,0.17,0.12,0.24,0.45
연금저축손해보험,연금저축손해보험 골드연금보험1701,한화손해보험,금리연동형,2017-01-02,중단,불가능,17422,17310,0.66,0,0,17422,17310,0.66,0,0,0.53,0.27,-0.38,0,0.87,1.15,1.91,0
연금저축손해보험,노후생활지킴이보험Ⅳ,메리츠화재해상보험,금리연동형,2002-12-31,중단,불가능,11473,17262,4.2,0,0,11473,17262,4.2,0,0,4.15,3.74,3.59,3.68,0.54,0.54,0.55,0.56
연금저축손해보험,연금저축손해보험 스마트연금보험1610,DB손해보험,금리연동형,2016-10-01,중단,불가능,16828,17099,1.68,0,0,16828,17099,1.68,0,0,1.37,0.86,0.29,0,0.92,1.17,1.71,0
연금저축손해보험,연금저축손해보험 스마트연금보험1801,DB손해보험,금리연동형,2018-01-01,중단,불가능,16898,16897,0.98,0,0,16898,16897,0.98,0,0,0.68,0.25,-2.29,0,0.93,1.27,3.94,0
연금저축손해보험,연금저축손해보험 프로미라이프 연금보험1307,DB손해보험,금리연동형,2013-07-01,중단,불가능,14360,16780,3.39,0,0,14360,16780,3.39,0,0,2.79,2.29,2.04,1.8,0.39,0.49,0.61,1.04
연금저축손해보험,연금저축손해보험행복한동행연금보험(1804),롯데손해보험,금리연동형,2018-04-01,중단,불가능,16516,16699,1.12,0,0,16516,16699,1.12,0,0,0.82,0.22,0,0,0.88,1.4,0,0
연금저축손해보험,연금저축손해보험 KB멀티플러스연금보험(18.01),KB손해보험,금리연동형,2018-01-01,중단,불가능,16295,16507,1.25,0,0,16295,16507,1.25,0,0,0.96,0.47,-2.48,0,0.93,1.26,3.85,0
연금저축손해보험,연금저축손해보험 하이노후사랑보험Ⅱ,현대해상화재보험,금리연동형,2003-01-02,중단,불가능,13809,16472,1.77,0,0,13809,16472,1.77,0,0,2.09,1.94,1.9,1.97,0.41,0.4,0.4,0.42
연금저축손해보험,연금저축손해보험행복한동행연금보험(1501),롯데손해보험,금리연동형,2015-01-02,중단,불가능,15247,16420,2.07,0,0,15247,16420,2.07,0,0,2.05,1.71,1.52,-0.58,0.65,0.76,0.94,2.93
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 아름다운생활Ⅱ(2204.13),삼성화재해상보험,금리연동형,2022-04-01,중단,불가능,16698,16308,-0.63,0,0,16698,16308,-0.63,0,0,0,0,0,0,0,0,0,0
연금저축손해보험,연금저축손해보험 골드연금보험1404,한화손해보험,금리연동형,2014-04-02,중단,불가능,14633,16115,2.46,0,0,14633,16115,2.46,0,0,2.47,2.02,1.77,0.77,0.63,0.74,0.92,1.91
연금저축손해보험,연금저축손해보험 노후생활지킴이보험1501,메리츠화재해상보험,금리연동형,2015-01-02,중단,불가능,14884,16045,2.24,0,0,14884,16045,2.24,0,0,2.67,2.17,1.72,-3.51,0.83,1.11,1.48,5.16
연금저축손해보험,노후생활지킴이보험0908,메리츠화재해상보험,금리연동형,2009-08-01,중단,불가능,11695,16029,4.31,0,0,11695,16029,4.31,0,0,4.13,3.7,3.3,2.98,0.26,0.26,0.45,0.75
연금저축손해보험,연금저축손해보험 스마트연금보험2004,DB손해보험,금리연동형,2020-04-01,중단,불가능,16123,15792,0.41,0,0,16123,15792,0.41,0,0,-0.29,0,0,0,1.77,0,0,0
연금저축손해보험,연금저축손해보험행복한동행연금보험(1401),롯데손해보험,금리연동형,2014-01-15,중단,불가능,13111,15785,3.92,0,0,13111,15785,3.92,0,0,3.05,2.55,2.27,1.64,0.43,0.57,0.73,1.28
연금저축손해보험,연금저축손해보험 실버드림보험(0909),한화손해보험,금리연동형,2009-09-02,중단,불가능,13335,15708,2.86,0,0,13335,15708,2.86,0,0,2.99,2.56,2.16,1.8,0.26,0.27,0.49,0.81
연금저축손해보험,연금저축손해보험 KB멀티플러스연금보험(16.09),KB손해보험,금리연동형,2016-09-01,중단,불가능,15208,15665,1.61,0,0,15208,15665,1.61,0,0,1.35,0.94,0.55,0,0.78,0.96,1.38,0
연금저축손해보험,연금저축손해보험 평생행복보험(0910),흥국화재해상보험,금리연동형,2009-10-01,중단,불가능,12694,15545,3.8,0,0,12694,15545,3.8,0,0,3.25,2.73,2.45,2.14,0.14,0.22,0.46,0.76
연금저축손해보험,연금저축손해보험 LIG멀티플러스연금보험(L13.03),KB손해보험,금리연동형,2013-03-04,중단,불가능,13196,15046,2.98,0,0,13196,15046,2.98,0,0,2.71,2.45,2.27,1.99,0.36,0.54,0.68,1.08
연금저축손해보험,연금저축손해보험 행복디딤돌보험(1204),흥국화재해상보험,금리연동형,2012-04-01,중단,불가능,13344,14964,3.18,0,0,13344,14964,3.18,0,0,2.72,2.38,2.07,1.55,0.21,0.52,0.77,1.24
연금저축손해보험,연금저축손해보험 (유)LIG멀터플러스연금보험,KB손해보험,금리연동형,2011-06-01,중단,불가능,13038,14918,3,0,0,13038,14918,3,0,0,2.76,2.38,2.11,1.8,0.18,0.45,0.69,1.08
연금저축손해보험,연금저축손해보험 프로미라이프 연금보험0902,DB손해보험,금리연동형,2009-02-02,중단,불가능,10047,14804,3.9,0,0,10047,14804,3.9,0,0,3.86,3.66,3.45,3.15,0.17,0.13,0.21,0.42
연금저축손해보험,연금저축손해보험 실버드림보험(0711),한화손해보험,금리연동형,2007-11-05,중단,불가능,12068,14705,2.25,0,0,12068,14705,2.25,0,0,2.16,2.09,2.06,1.83,0.15,0.17,0.19,0.51
연금저축손해보험,연금저축손해보험 노후사랑보험(Hi1501),현대해상화재보험,금리연동형,2015-01-02,중단,불가능,14344,14496,1.47,0,0,14344,14496,1.47,0,0,1.16,0.85,0.59,-3.59,0.85,0.99,1.23,3.89
연금저축손해보험,연금저축손해보험무배당삼성화재연금보험아름다운생활(1510.1),삼성화재해상보험,금리연동형,2015-10-01,중단,불가능,14054,14457,1.88,0,0,14054,14457,1.88,0,0,1.62,1.23,0.8,0,0.86,1.1,1.5,0
연금저축손해보험,노후생활지킴이보험1104,메리츠화재해상보험,금리연동형,2011-04-01,중단,불가능,11226,14145,3.91,0,0,11226,14145,3.91,0,0,3.86,3.24,2.88,2.55,0.26,0.45,0.68,1.02
연금저축손해보험,연금저축손해보험 골드연금보험1601,한화손해보험,금리연동형,2016-01-02,중단,불가능,13671,14144,1.51,0,0,13671,14144,1.51,0,0,1.55,1.14,0.76,0,0.74,0.91,1.24,0
연금저축손해보험,연금저축　미래골드보험,KB손해보험,금리연동형,2001-01-30,중단,불가능,7979,13879,6.31,0,0,7979,13879,6.31,0,0,6.08,5.88,5.68,5.39,0.18,0.17,0.17,0.17
연금저축손해보험,연금저축손해보험 노후사랑보험Ⅱ,현대해상화재보험,금리연동형,2001-05-14,중단,불가능,9294,13839,4.73,0,0,9294,13839,4.73,0,0,5.03,4.83,4.64,4.37,0.58,0.57,0.55,0.54
연금저축손해보험,연금저축손해보험 하이라이프노후사랑보험(Hi0910),현대해상화재보험,금리연동형,2009-10-01,중단,불가능,13108,13800,2.24,0,0,13108,13800,2.24,0,0,1.9,1.66,1.34,1.01,0.41,0.42,0.65,0.99
연금저축손해보험,연금저축손해보험 프로미라이프 연금보험1303,DB손해보험,금리연동형,2013-03-01,중단,불가능,11360,13768,3.25,0,0,11360,13768,3.25,0,0,2.93,2.65,2.44,2.26,0.36,0.47,0.57,0.95
연금저축손해보험,연금저축손해보험 미래행복보험0604,DB손해보험,금리연동형,2006-04-01,중단,불가능,9170,13760,2.59,0,0,9170,13760,2.59,0,0,2.51,2.4,2.37,2.34,0.18,0.21,0.24,0.39
연금저축손해보험,연금저축손해보험 골드연금보험1804,한화손해보험,금리연동형,2018-04-01,중단,불가능,14089,13704,0.43,0,0,14089,13704,0.43,0,0,0.1,-0.55,0,0,1.28,1.91,0,0
연금저축손해보험,연금저축손해보험 행복한 노후 연금보험0604,한화손해보험,금리연동형,2006-04-03,중단,불가능,10463,13699,2.99,0,0,10463,13699,2.99,0,0,2.52,2.35,2.28,2.13,0.13,0.15,0.16,0.35
연금저축손해보험,연금저축손해보험 노후생활지킴이보험1701,메리츠화재해상보험,금리연동형,2017-01-02,중단,불가능,12611,13479,3.02,0,0,12611,13479,3.02,0,0,2.54,1.93,1.22,0,0.78,1.03,1.64,0
연금저축손해보험,연금저축손해보험 노후사랑보험(Hi1309)(Hi1401),현대해상화재보험,금리연동형,2013-09-02,중단,불가능,13006,13413,2.04,0,0,13006,13413,2.04,0,0,1.55,1.26,1.03,0.22,0.6,0.7,0.85,1.42
연금저축손해보험,연금저축손해보험 노후사랑보험,현대해상화재보험,금리연동형,2001-02-05,중단,불가능,6370,13342,7.44,0,0,6370,13342,7.44,0,0,7.21,6.86,6.51,6.07,0.33,0.31,0.29,0.28
연금저축손해보험,연금저축 LIG연금보험,KB손해보험,금리연동형,2009-04-01,중단,불가능,10691,13226,3.24,0,0,10691,13226,3.24,0,0,2.97,2.61,2.5,2.37,0.17,0.17,0.28,0.47
연금저축손해보험,연금저축손해보험 실버드림보험(0904),한화손해보험,금리연동형,2009-04-01,중단,불가능,11501,13155,2.04,0,0,11501,13155,2.04,0,0,1.95,1.9,1.7,1.48,0.23,0.25,0.43,0.75
연금저축손해보험,연금저축손해보험 무배당 삼성화재 다이렉트 연금저축(1611.3),삼성화재해상보험,금리연동형,2016-11-01,중단,불가능,12294,12935,1.95,0,0,12294,12935,1.95,0,0,1.67,1.3,1,0,0.55,0.72,1.08,0
연금저축손해보험,노후생활지킴이보험0904,메리츠화재해상보험,금리연동형,2009-04-01,중단,불가능,8948,12903,4.5,0,0,8948,12903,4.5,0,0,4.28,3.79,3.44,3.13,0.25,0.26,0.41,0.69
연금저축손해보험,연금저축손해보험 KB멀티플러스연금보험(23.01),KB손해보험,금리연동형,2023-01-01,중단,불가능,13307,12899,-2.87,96.12,2.05,13307,12899,-2.87,96.12,2.05,0,0,0,0,0,0,0,0
연금저축손해보험,(유)LIG멀티플러스연금보험(L10.10),KB손해보험,금리연동형,2010-10-15,중단,불가능,11092,12896,3.05,0,0,11092,12896,3.05,0,0,2.81,2.47,2.26,1.97,0.17,0.31,0.53,0.86
연금저축손해보험,연금저축손해보험 KB멀티플러스연금보험(20.04),KB손해보험,금리연동형,2020-04-01,중단,불가능,12508,12428,0.78,0,0,12508,12428,0.78,0,0,0.13,0,0,0,1.7,0,0,0
연금저축손해보험,연금저축손해보험 삼성명품 연금보험∥(1303),삼성화재해상보험,금리연동형,2013-03-05,중단,불가능,10877,12382,2.74,0,0,10877,12382,2.74,0,0,2.5,2.27,2.08,1.58,0.32,0.41,0.53,0.94
연금저축손해보험,연금저축손해보험 스마트연금보험2301,DB손해보험,금리연동형,2023-01-01,중단,불가능,12689,12233,-3.54,114.71,1.75,12689,12233,-3.54,114.12,1.7,0,0,0,0,0,0,0,0
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 마이뷰티플라이프Ⅱ(1404.5),삼성화재해상보험,금리연동형,2014-04-01,중단,불가능,10786,11853,2.64,0,0,10786,11853,2.64,0,0,2.43,1.96,1.74,0.92,0.43,0.52,0.66,1.31
연금저축손해보험,연금저축손해보험롯데3L명품보험(1004),롯데손해보험,금리연동형,2010-04-01,중단,불가능,9253,11759,3.61,0,0,9253,11759,3.61,0,0,3.36,2.94,2.65,2.28,0.15,0.2,0.44,0.75
연금저축손해보험,연금저축손해보험 미래행복보험Ⅳ,DB손해보험,금리연동형,2003-01-01,중단,불가능,4773,11736,3.22,0,0,4773,11736,3.22,0,0,2.99,2.77,2.9,3.11,0.29,0.28,0.27,0.29
연금저축손해보험,연금저축손해보험 삼성화재 다이렉트연금저축(2004.6),삼성화재해상보험,금리연동형,2020-04-01,중단,불가능,11593,11539,0.8,0,0,11593,11539,0.8,0,0,0.25,0,0,0,1.39,0,0,0
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 직장인단체(2204.14),삼성화재해상보험,금리연동형,2022-04-01,중단,불가능,11777,11531,-0.53,0,0,11777,11531,-0.53,0,0,0,0,0,0,0,0,0,0
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 직장인단체(1910.10),삼성화재해상보험,금리연동형,2019-10-01,중단,불가능,11567,11515,0.82,0,0,11567,11515,0.82,0,0,0.37,-1.62,0,0,1.2,2.84,0,0
연금저축손해보험,연금저축손해보험 골드연금보험1904,한화손해보험,금리연동형,2019-04-01,중단,불가능,11925,11488,0.13,0,0,11925,11488,0.13,0,0,-0.35,-2.18,0,0,1.68,3.37,0,0
연금저축손해보험,연금저축미래골드보험２,KB손해보험,금리연동형,2001-05-07,중단,불가능,6621,11483,6.24,0,0,6621,11483,6.24,0,0,6.02,5.81,5.6,5.31,0.17,0.16,0.16,0.16
연금저축손해보험,연금저축손해보험 골드연금보험1306,한화손해보험,금리연동형,2013-07-01,중단,불가능,10089,11433,2.85,0,0,10089,11433,2.85,0,0,2.7,2.22,2.01,1.5,0.46,0.6,0.75,1.25
연금저축손해보험,연금저축손해보험 골드연금보험1304,한화손해보험,금리연동형,2013-04-03,중단,불가능,10050,11411,2.86,0,0,10050,11411,2.86,0,0,2.79,2.28,2.07,1.63,0.4,0.56,0.7,1.12
연금저축손해보험,연금저축손해보험 무배당 삼성화재 다이렉트 연금저축(1510.1),삼성화재해상보험,금리연동형,2015-10-01,중단,불가능,10598,11309,2.17,0,0,10598,11309,2.17,0,0,1.98,1.67,1.37,0,0.61,0.78,1.06,0
연금저축손해보험,연금저축손해보험삼성명품연금보험Ⅱ(1509),삼성화재해상보험,금리연동형,2015-10-01,중단,불가능,10703,11279,2.11,0,0,10703,11279,2.11,0,0,1.89,1.52,1.14,0,0.65,0.87,1.23,0
연금저축손해보험,연금저축손해보험 노후보장설계보험Ⅱ,삼성화재해상보험,금리연동형,2001-05-01,중단,불가능,5910,11074,6.73,0,0,5910,11074,6.73,0,0,6.43,6.2,5.93,5.55,0.2,0.19,0.18,0.19
연금저축손해보험,노후생활지킴이보험0505,메리츠화재해상보험,금리연동형,2005-05-01,중단,불가능,8131,11039,3.87,0,0,8131,11039,3.87,0,0,3.79,3.39,3.22,3.22,0.52,0.54,0.57,0.61
연금저축손해보험,연금저축손해보험 KB멀티플러스연금보험(20.01),KB손해보험,금리연동형,2020-01-01,중단,불가능,11028,10983,0.87,0,0,11028,10983,0.87,0,0,0.33,-3.63,0,0,1.5,4.81,0,0
연금저축손해보험,연금저축손해보험 노후생활지킴이보험1507,메리츠화재해상보험,금리연동형,2015-07-01,중단,불가능,10156,10868,2.17,0,0,10156,10868,2.17,0,0,2.48,2.01,1.54,0,0.94,1.23,1.65,0
연금저축손해보험,연금저축손해보험 다이렉트미래설계보험0911,DB손해보험,금리연동형,2009-11-10,중단,불가능,8538,10802,3.18,0,0,8538,10802,3.18,0,0,3.06,2.91,2.55,2.19,0.17,0.12,0.41,0.77
연금저축손해보험,(무)메리츠 케어프리M-Basket1209연금저축은퇴케어프리,메리츠화재해상보험,금리연동형,2012-09-10,중단,불가능,9040,10774,2.98,0,0,9040,10774,2.98,0,0,3.01,2.67,2.4,2.14,0.34,0.48,0.63,0.96
연금저축손해보험,연금저축손해보험 프로미라이프 연금보험1401,DB손해보험,금리연동형,2014-01-01,중단,불가능,9498,10771,3.3,0,0,9498,10771,3.3,0,0,2.78,2.28,2.03,1.5,0.47,0.56,0.71,1.32
연금저축손해보험,연금저축손해보험 미래로보험0710,DB손해보험,금리연동형,2007-10-01,중단,불가능,7030,10766,4.17,0,0,7030,10766,4.17,0,0,3.96,3.77,3.53,3.09,0.19,0.21,0.23,0.57
연금저축손해보험,연금저축손해보험 하이라이프노후사랑보험(Hi0908),현대해상화재보험,금리연동형,2009-08-01,중단,불가능,9964,10752,2.07,0,0,9964,10752,2.07,0,0,2,1.7,1.49,1.29,0.48,0.51,0.62,0.85
연금저축손해보험,연금저축손해보험 노후생활지킴이보험1904,메리츠화재해상보험,금리연동형,2019-04-01,중단,불가능,10407,10742,2.36,0,0,10407,10742,2.36,0,0,1.84,0.39,0,0,1.33,2.4,0,0
연금저축손해보험,연금저축손해보험 행복디딤돌보험(1009),흥국화재해상보험,금리연동형,2010-09-10,중단,불가능,9225,10485,3.19,0,0,9225,10485,3.19,0,0,2.69,2.31,2.05,1.68,0.15,0.41,0.66,1.03
연금저축손해보험,연금저축손해보험 골드연금보험1507,한화손해보험,금리연동형,2015-07-01,중단,불가능,9903,10390,1.81,0,0,9903,10390,1.81,0,0,1.86,1.45,1.11,0,0.79,0.93,1.22,0
연금저축손해보험,연금저축손해보험 골드연금보험1501,한화손해보험,금리연동형,2015-01-01,중단,불가능,9785,10296,1.58,0,0,9785,10296,1.58,0,0,1.82,1.45,1.19,-2.21,0.77,0.89,1.12,3.88
연금저축손해보험,연금저축손해보험 하이라이프노후사랑보험(Hi0904),현대해상화재보험,금리연동형,2009-04-01,중단,불가능,9477,10233,2.14,0,0,9477,10233,2.14,0,0,2.5,2.05,1.78,1.53,0.43,0.45,0.56,0.79
연금저축손해보험,연금저축손해보험 스마트연금보험2001,DB손해보험,금리연동형,2020-01-01,중단,불가능,10345,10164,0.54,0,0,10345,10164,0.54,0,0,0,-0.23,0,0,1.56,5.13,0,0
연금저축손해보험,연금저축손해보험 노후생활지킴이보험1810,메리츠화재해상보험,금리연동형,2018-10-01,중단,불가능,9753,10108,2.43,0,0,9753,10108,2.43,0,0,1.98,1.02,0,0,1.2,1.83,0,0
연금저축손해보험,연금저축손해보험 노후생활지킴이보험1407,메리츠화재해상보험,금리연동형,2014-07-01,중단,불가능,8860,9926,2.4,0,0,8860,9926,2.4,0,0,2.86,2.49,2.17,0.8,0.67,0.84,1.08,2.37
연금저축손해보험,연금저축손해보험 노후생활지킴이보험1601,메리츠화재해상보험,금리연동형,2016-01-01,중단,불가능,9347,9897,2.44,0,0,9347,9897,2.44,0,0,2.47,1.94,1.35,0,0.96,1.29,1.8,0
연금저축손해보험,노후생활지킴이보험Ⅱ,메리츠화재해상보험,금리연동형,2001-05-01,중단,불가능,4991,9799,5.53,0,0,4991,9799,5.53,0,0,5.47,4.97,4.77,4.77,0.56,0.54,0.53,0.52
연금저축손해보험,연금저축손해보험 골드플랜연금보험0910,한화손해보험,금리연동형,2009-10-01,중단,불가능,7878,9670,3.17,0,0,7878,9670,3.17,0,0,3.15,2.68,2.45,2.11,0.18,0.18,0.44,0.79
연금저축손해보험,연금저축손해보험 골드연금보험1401,한화손해보험,금리연동형,2014-01-07,중단,불가능,8633,9636,2.76,0,0,8633,9636,2.76,0,0,2.6,2.13,1.9,1.23,0.53,0.66,0.83,1.47
연금저축손해보험,연금저축손해보험 실버드림보험(0604),한화손해보험,금리연동형,2006-04-01,중단,불가능,7101,9628,2.38,0,0,7101,9628,2.38,0,0,2.36,2.28,2.25,2.2,0.14,0.16,0.18,0.32
연금저축손해보험,연금저축손해보험 노후사랑보험(Hi1601),현대해상화재보험,금리연동형,2016-01-04,중단,불가능,9673,9558,1.09,0,0,9673,9558,1.09,0,0,0.87,0.49,0,0,0.94,1.13,1.51,0
연금저축손해보험,더블안심연금보험0505,메리츠화재해상보험,금리연동형,2005-05-01,중단,불가능,5394,9411,5.42,0,0,5394,9411,5.42,0,0,5.17,4.58,4.36,4.17,0.32,0.32,0.32,0.35
연금저축손해보험,연금저축손해보험 KB멀티플러스연금보험(22.04),KB손해보험,금리연동형,2022-04-01,중단,불가능,9484,9276,-0.45,0,0,9484,9276,-0.45,0,0,0,0,0,0,0,0,0,0
연금저축손해보험,연금저축손해보험행복한동행연금보험(1701),롯데손해보험,금리연동형,2017-01-01,중단,불가능,8969,9243,1.34,0,0,8969,9243,1.34,0,0,1.12,0.89,0.48,0,0.63,0.8,1.19,0
연금저축손해보험,연금저축손해보험 행복디딤돌보험(1210),흥국화재해상보험,금리연동형,2012-10-02,중단,불가능,8572,9156,3.02,0,0,8572,9156,3.02,0,0,2.37,1.83,1.45,0.96,0.31,0.6,0.86,1.41
연금저축손해보험,연금저축손해보험롯데3L명품연금보험(1104),롯데손해보험,금리연동형,2011-04-01,중단,불가능,7898,9134,3.05,0,0,7898,9134,3.05,0,0,2.95,2.51,2.17,1.68,0.12,0.41,0.71,1.16
연금저축손해보험,연금저축손해보험 다이렉트미래설계보험0907,DB손해보험,금리연동형,2009-08-01,중단,불가능,7187,8993,3.39,0,0,7187,8993,3.39,0,0,3.15,2.99,2.63,2.2,0.2,0.2,0.45,0.84
연금저축손해보험,연금저축손해보험 스마트연금보험2204,DB손해보험,금리연동형,2022-04-01,중단,불가능,9047,8781,-0.74,0,0,9047,8781,-0.74,0,0,0,0,0,0,0,0,0,0
연금저축손해보험,연금저축손해보험 노후생활지킴이보험2004,메리츠화재해상보험,금리연동형,2020-04-01,중단,불가능,8551,8691,2.01,0,0,8551,8691,2.01,0,0,1.35,0,0,0,1.8,0,0,0
연금저축손해보험,(유)LIG매직연금저축보험(L12.04),KB손해보험,금리연동형,2012-04-01,중단,불가능,7439,8641,3.06,0,0,7439,8641,3.06,0,0,2.87,2.62,2.39,2.16,0.22,0.39,0.55,0.89
연금저축손해보험,연금저축손해보험 행복한 노후 연금보험,한화손해보험,금리연동형,2004-05-03,중단,불가능,5983,8566,2.58,0,0,5983,8566,2.58,0,0,2.46,2.41,2.37,2.43,0.14,0.14,0.15,0.17
연금저축손해보험,연금저축손해보험 노후생활지킴이보험1804,메리츠화재해상보험,금리연동형,2018-04-01,중단,불가능,8108,8519,2.63,0,0,8108,8519,2.63,0,0,2.21,1.45,0,0,1.03,1.44,0,0
연금저축손해보험,연금저축손해보험 행복한 노후 연금보험0710,한화손해보험,금리연동형,2007-10-01,중단,불가능,6785,8425,2.28,0,0,6785,8425,2.28,0,0,2.2,2.13,2.11,1.87,0.14,0.15,0.16,0.48
연금저축손해보험,연금저축손해보험 행복한 노후 연금보험0804,한화손해보험,금리연동형,2008-04-01,중단,불가능,6806,8220,2.2,0,0,6806,8220,2.2,0,0,2.12,2.06,1.94,1.71,0.14,0.15,0.22,0.56
연금저축손해보험,연금저축손해보험 평생행복보험(0804),흥국화재해상보험,금리연동형,2008-04-01,중단,불가능,6656,8176,2.28,0,0,6656,8176,2.28,0,0,2.16,2.09,1.97,1.8,0.14,0.2,0.28,0.52
연금저축손해보험,연금저축손해보험 삼성화재 다이렉트연금저축(2204.8),삼성화재해상보험,금리연동형,2022-04-01,중단,불가능,8366,8167,-0.62,0,0,8366,8167,-0.62,0,0,0,0,0,0,0,0,0,0
연금저축손해보험,연금저축손해보험 골드플랜연금보험0908,한화손해보험,금리연동형,2009-08-03,중단,불가능,6445,8061,3.12,0,0,6445,8061,3.12,0,0,3.24,2.74,2.51,2.2,0.19,0.19,0.41,0.74
연금저축손해보험,연금저축손해보험 골드연금보험1607,한화손해보험,금리연동형,2016-07-04,중단,불가능,7829,8049,1.46,0,0,7829,8049,1.46,0,0,1.5,1.05,0.56,0,0.77,0.97,1.42,0
연금저축손해보험,연금저축손해보험 행복한 노후 연금보험0505,한화손해보험,금리연동형,2005-05-01,중단,불가능,5943,7940,2.4,0,0,5943,7940,2.4,0,0,2.29,2.24,2.21,2.2,0.14,0.15,0.16,0.21
연금저축손해보험,연금저축손해보험롯데3L명품보험(0902),롯데손해보험,금리연동형,2009-02-02,중단,불가능,6068,7852,3.6,0,0,6068,7852,3.6,0,0,3.48,3.02,2.79,2.44,0.11,0.11,0.29,0.65
연금저축손해보험,연금저축손해보험 행복한 노후 연금보험0704,한화손해보험,금리연동형,2007-04-02,중단,불가능,6093,7728,2.34,0,0,6093,7728,2.34,0,0,2.26,2.19,2.16,1.98,0.13,0.15,0.16,0.42
연금저축손해보험,연금저축손해보험 노후생활지킴이보험1707,메리츠화재해상보험,금리연동형,2017-07-01,중단,불가능,7089,7539,2.77,0,0,7089,7539,2.77,0,0,2.37,1.72,0.48,0,0.89,1.18,2.2,0
연금저축손해보험,연금저축손해보험 골드연금보험2101,한화손해보험,금리연동형,2021-01-01,중단,불가능,7767,7492,-0.38,0,0,7767,7492,-0.38,0,0,-2.06,0,0,0,3.3,0,0,0
